WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
habitual;1;adj;1;nawykowy;nałogowy;
hard-working;1;adj;1;pracowity;robotny;
head of state;1;n;1;głowa państwa;;
indecisive;1;adj;2;niezdecydowany;niestanowczy;
indefinable;1;adj;3;nieokreślony;;
influence;1;n;2;wpływ;oddziaływanie;
insurance;1;n;2;ubezpieczenie;;
interest;1;n;2;odsetki;zainteresowanie;
introspective;1;adj;2;introspekcyjny;;
judgement;1;n;2;osąd;ocena;wyrok
lack;1;n;2;brak;;
lasting ;1;adj;2;trwały;stały;
less;1;adv;1;mniej;;
librarian;1;n;2;bibliotekarz;;
majority;1;n;2;większość;;
male;1;adj;1;męski;;
meaning;1;n;1;znaczenie;sens ;
minor;1;adj;2;niegroźny, lekki;drobny;
monorail;1;adj;3;jednoszynowy;;
moody;1;adj;2;humorzasty;;
musician;1;n;2;muzyk;;
only child;1;n;2;jedynak, jedynaczka;;
open-minded;1;adj;2;o otwartym umyśle;wolny od uprzedzeń;
overrated;1;adj;3;przereklamowany;przeceniony;
patient;1;adj;1;cierpliwy;;
pedestrian;1;n;3;pieszy;przechodzień;
personality;1;n;1;osobowość;osobistość;charakter
personality clash;1;n;2;konflikt osobowości;;
politician;1;n;2;polityk;;
poor ;1;adj;1;biedny;kiepski;słaby
power of concentration;1;n;1;zdolność koncentracji;;
pressure;1;n;2;ciśnienie;presja;
programmer;1;n;2;programista;;
property;1;n;2;nieruchomość;właściwość, cecha;
proverb;1;n;3;przysłowie;;
psychiatrist;1;n;2;psychiatra;;
psychometrics;1;n;3;psychometria;;
quality;1;n;2;jakość;cecha;
rage;1;n;2;wściekłość;szał;
rare;1;adj;1;rzadki;;
reason;1;n;2;powód;przyczyna;rozum
relatively;1;adv;2;stosunkowo;względnie;
reliable;1;adj;2;niezawodny;solidny;wiarygodny
responsible for;1;adj;2;odpowiedzialny za;;
review;1;n;2;recenzja;;
self-confident;1;adj;2;pewny siebie;dufny;
semicircle;1;n;3;półkole;;
sensible;1;adj;2;rozsądny;sensowny;
sensitive;1;adj;2;wrażliwy;czuły;wyczulony
serious;1;adj;2;poważny;;
several;1;adj;2;kilka;kilkanaście;
smart;1;adj;2;elegancki;sprytny;
sociable;1;adj;2;towarzyski;;
society;1;n;2;społeczeństwo;towarzystwo;stowarzyszenie
spatial;1;adj;2;przestrzenny;;
strong-willed;1;adj;2;o silnej woli;;
suit;1;n;1;garnitur;kostium;
suitable;1;adj;2;odpowiedni;stosowny;
surrounding;1;adj;2;otaczający;okoliczny;
sympathetic;1;adj;2;współczujący;;
talkative;1;adj;1;gadatliwy;;
tax inspector;1;n;2;inspektor podatkowy;;
temporary;1;adj;2;tymczasowy;;
tension;1;n;3;napięcie;naprężenie;
theory;1;n;1;teoria;;
thoughtful;1;adj;2;rozważny;zamyślony;zadumany
to annoy;1;v;2;poirytować;zdenerwować;niepokoić
to associate;1;v;2;kojarzyć;zrzeszać;
to astonish;1;v;3;zadziwiać;zaskakiwać;
to attend;1;v;2;uczestniczyć;;
to attract;1;v;3;przyciągać;;
to avoid;1;v;2;unikać;;
to ban;1;v;2;zakazać;zabronić;
to base;1;v;2;opierać (się);bazować (na);
to broadcast;1;v;2;nadawać programy;;
to describe;1;v;1;opisać;;
to design;1;v;2;zaprojektować;;
to disappear;1;v;2;znikać;;
to earn a living;1;v;2;zarabiać na życie;;
to equal;1;v;3;równać się;dorównać;
to fade;1;v;3;blednąć;blaknąć;gasnać
to get on with sb;1;v;3;układać z kimś współpracę;dogadywać się z kimś;
to graduate;1;v;2;ukończyć (naukę);;
to hire;1;v;2;wynająć;zatrudnić;
to investigate;1;v;2;badać;prowadzić śledztwo;
to lose temper;1;v;2;tracić panowanie nad sobą;;
to matter;1;v;1;mieć znaczenie;liczyć się;
to measure;1;v;2;mierzyć;;
to mention;1;v;1;wspomnieć;nadmienić;
to misunderstand;1;v;2;źle zrozumieć;błędnie zrozumieć;
to outperform;1;v;3;przewyższyć (w działaniu);;
to outrun;1;v;3;wyprzedzić;zdystansować;
to overshadow;1;v;3;przyćmić;;
to overtake;1;v;3;wyprzedzać;;
to own;1;v;1;posiadać;;
to recognise;1;v;1;rozpoznać;uznać;
to redefine;1;v;2;przedefiniować;;
to reflect;1;v;2;odzwierciedlać;odbić;snuć refleksje
to regret;1;v;1;żałować;;
to relate;1;v;3;odnosić się do;powiązać z czymś;
to respond;1;v;2;odpowiadać;zareagować;odezwać się
to seem;1;v;2;wydawać się;;
to solve;1;v;1;rozwiązać;;
to specialize;1;v;1;specjalizować się;;
to succeed;1;v;2;odnieść sukces;;
to tend;1;v;2;mieć tendencję;;
togetherness;1;n;2;więź;bycie razem;wspólnota
twin;1;n;1;bliźniak;;
underrated;1;adj;3;niedoceniony;;
unpredictable;1;adj;2;nieprzewidywalny;nieobliczalny;
upset;1;adj;1;podenerwowany;;
vision;1;n;1;wizja;wzrok;widzenie
vital;1;adj;3;istotny;żywotny;
well-known;1;adj;1;dobrze znany;;
abbreviation;2;n;3;skrót;;
accommodation;2;n;2;zakwaterowanie;;
account;2;n;3;relacja, opis;sprawozdanie;
achievement;2;n;2;osiągnięcie;;
adventure;2;n;2;przygoda;;
aide;2;n;3;doradca, bliski współpracownik;;
ancient;2;adj;2;starożytny;;
bad luck;2;n;2;pech;;
benefit;2;n;2;korzyść;;
business trip;2;n;2;podróż służbowa;;
camel;2;n;1;wielbłąd;;
charity;2;n;2;działalność charytatywna;dobroczynność;
cheerfully;2;adv;2;pogodnie, wesoło;;
citizen;2;n;2;obywatel;;
coal;2;n;1;węgiel;;
continent;2;n;1;kontynent;;
coral reef;2;n;2;rafa koralowa;;
crisp;2;adj;3;wysuszony, kruchy;;
custom;2;n;2;obyczaj;;
customs;2;n;3;odprawa celna;urząd celny;
dawn;2;n;3;świt;;
delay;2;n;2;opóźnienie;;
desert;2;n;2;pustynia;;
destination;2;n;2;punkt docelowy podróży;;
disaster;2;n;2;katastrofa;;
diver;2;n;2;nurek;;
documentary;2;n;2;film dokumentalny;;
dune;2;n;2;wydma;;
edge;2;n;2;krawędź;;
embassy;2;n;2;ambasada;;
empire;2;n;2;cesarstwo;imperium;
exact;2;adj;2;dokładny;;
faraway;2;adj;2;daleki, odległy;;
feedback;2;n;3;informacja zwrotna;;
fierce;2;adj;3;dziki, niebezpieczny;;
government;2;n;2;rząd (państwa);;
gunpowder;2;n;1;proch strzelniczy;;
height;2;n;2;wysokość;;
holidaymaker;2;n;1;wczasowicz;;
important;2;adj;1;ważny;;
inconvenience;2;n;3;niedogodność;niewygoda;
inevitable;2;adj;2;nieunikniony;;
inoculation;2;n;3;szczepienie;;
interview;2;n;2;wywiad z kimś;;
inventor;2;n;2;wynalazca;;
length;2;n;2;długość;;
merchant;2;n;3;kupiec;;
navy;2;n;3;marynarka wojenna;;
package tour;2;n;2;wycieczka zorganizowana;;
phenomenon;2;n;3;zjawisko;;
plain;2;n;3;równina;;
prize;2;n;2;nagroda;;
raft;2;n;3;tratwa;;
relaxation;2;n;2;relaks;odpoczynek;
rural;2;adj;3;wiejski;;
salt-flat;2;n;3;słona pustynia;;
sand;2;n;1;piasek;;
scuba diving;2;n;3;nurkowanie z akwalungiem;;
seagull;2;n;3;mewa;;
shark;2;n;1;rekin;;
silk;2;n;2;jedwab;;
site;2;n;3;miejsce, plac;;
slope;2;n;3;stok;zbocze;
spare time;2;n;1;wolny czas;;
sunset;2;n;2;zachód słońca;;
suspiciously;2;adv;2;podejrzliwie;;
textile plant;2;n;2;zakład tekstylny;;
the Bedu;2;n;3;Beduini;;
theft;2;n;2;kradzież;;
tip;2;n;2;wskazówka, porada;napiwek;
to accuse sb of sth;2;v;3;oskarżyć kogoś o coś;;
to announce;2;v;2;ogłosić, zapowiedzieć;;
to attempt;2;v;2;usiłować;;
to be hooked;2;v;3;połknąć haczyk;;
to blame;2;v;2;winić kogoś;;
to border;2;v;2;graniczyć ;;
to broaden;2;v;2;poszerzyć;;
to cancel;2;v;2;odwołać coś;;
to carry on;2;v;2;kontynuować;;
to drip;2;v;3;kapać;;
to explore;2;v;3;zwiedzać;badać;
to feed;2;v;2;karmić;;
to find out;2;v;3;dowiedzieć się;;
to fire sb;2;v;2;zwolnić kogoś z pracy;;
to focus on;2;v;2;skupiać się na czymś;;
to give up;2;v;2;zaniechać czegoś, porzucić;;
to inhabit;2;v;2;zamieszkiwać;;
to lift off;2;v;3;wystartować (o rakiecie);;
to obtain;2;v;2;uzyskać;;
to parachute;2;v;3;skakać ze spadochronem;;
to praise;2;v;2;chwalić kogoś;;
to reach;2;v;2;osiągnąć, dotrzeć;;
to realise;2;v;2;uświadomić sobie;;
to sail;2;v;2;żeglować;;
to set out;2;v;3;wyruszyć;;
to stop off;2;v;3;zatrzymać się po drodze;przerwać podróż;
to stretch;2;v;3;rozciągać (się);;
to take off;2;v;2;startować (o samolocie);;
trap;2;n;2;pułapka;;
treasure;2;n;2;skarb;;
urge;2;n;3;pragnienie, chęć;;
varied;2;adj;2;zróżnicowany;;
vast;2;adj;2;rozległy;;
violence;2;n;2;przemoc;;
volunteer;2;n;2;ochotnik;;
whale;2;n;1;wieloryb;;
youth hostel;2;n;2;schronisko młodzieżowe;;
access;3;n;2;dostęp;;
annual;3;adj;2;coroczny;;
approximately;3;adv;2;w przybliżeniu, około;;
availability;3;n;2;dostępność;;
blank;3;adj;2;niewypełniony, pusty;;
bonus;3;n;1;premia;;
broadband;3;adj;2;szerokopasmowy;;
budget;3;n;1;budżet;;
challenging;3;adj;2;stanowiący wyzwanie;;
circumstance;3;n;3;okoliczność;;
colleague;3;n;2;kolega z pracy;;
competitive salary;3;n;2;konkurencyjne wynagrodzenie;;
complaint;3;n;2;skarga, reklamacja;;
convenient;3;adj;2;dogodny;;
covering letter;3;n;3;list przewodni;;
curriculum vitae;3;n;3;życiorys;;
delighted;3;adj;2;zachwycony;;
designer;3;n;2;projektant;;
desirable;3;adj;2;pożądany;;
dietician;3;n;3;dietetyk;;
dozen;3;n;2;tuzin;;
duty;3;n;1;obowiązek;;
effectively;3;adv;2;skutecznie;;
employer;3;n;1;pracodawca;;
evaluation;3;n;2;ocena;;
experience;3;n;2;doświadczenie;;
factsheet;3;n;2;broszura informacyjna;;
familiar with;3;adj;2;zaznajomiony, obeznany z;;
firefighter;3;n;1;strażak;;
flexible;3;adj;2;elastyczny;;
fluently;3;adv;2;płynnie;;
freelance;3;adj;2;niezależny;do wynajęcia;wolny strzelec
full-time;3;adj;2;pełno-etatowy;;
glamorous;3;adj;2;wytworny, prestiżowy;;
gossip;3;n;2;plotka;;
graduate;3;n;2;absolwent;;
heating;3;n;1;ogrzewanie;;
hint;3;n;3;wskazówka, podpowiedź;;
industry;3;n;2;przemysł;;
job interview;3;n;1;rozmowa kwalifikacyjna;;
journalist;3;n;1;dziennikarz;;
lawyer;3;n;2;prawnik;;
leaflet;3;n;2;ulotka;;
leisure;3;n;2;czas wolny, wypoczynek;;
objective;3;n;2;cel;;
opportunity;3;n;2;sposobność, okazja;;
outgoing;3;adj;2;otwarty, towarzyski;;
part-time;3;adj;2;niepełnoetatowy;;
pension;3;n;3;emerytura;;
perk;3;n;3;dodatek niepieniężny;świadczenie pozapłacowe;
point of view;3;n;2;punkt widzenia;;
pointless;3;adj;2;bezcelowy, bezsensowny;;
query;3;n;3;zapytanie;;
rapid;3;adj;2;nagły;;
retail;3;adj;3;detaliczny;;
rewarding;3;adj;2;opłacalny, cenny;;
runner;3;n;2;goniec;;
sales manager;3;n;1;kierownik sprzedaży;;
share;3;n;2;udział;;
shift;3;n;2;zmiana robocza, szychta;;
shortly;3;adv;3;wkrótce, niebawem;;
skyscraper;3;n;2;drapacz chmur;;
status;3;n;1;status;;
stock market;3;n;3;giełda papierów wartościowych;;
stunt double;3;n;2;kaskader;;
supplier;3;n;2;dostawca;;
support;3;n;2;wsparcie;;
surgeon;3;n;2;chirurg;;
survey;3;n;3;sondaż;;
tan;3;n;2;opalenizna;;
time-consuming;3;adj;3;czasochłonny;;
to appreciate;3;v;2;doceniać;;
to commute;3;v;2;dojeżdżać do pracy;;
to contain;3;v;2;zawierać;;
to divide;3;v;2;podzielić;;
to emphasise;3;v;3;kłaść nacisk, podkreślać;;
to expect;3;v;2;oczekiwać;;
to gain;3;v;2;zyskać, osiągnąć;;
to hesitate;3;v;2;wahać się;;
to highlight;3;v;3;podkreślać, uwydatniać;;
to impress;3;v;2;wywrzeć wrażenie, imponować;;
to improve;3;v;2;udoskonalić;;
to inspire;3;v;1;inspirować;;
to seek;3;v;2;szukać;;
work placement;3;n;3;praktyka studencka, staż;;
accent;4;n;1;akcent;;
accommodation;4;n;2;zakwaterowanie;;
adjective;4;n;2;przymiotnik;;
adverb;4;n;2;przysłówek;;
affair;4;n;2;sprawa;;
approximately;4;adv;3;w przybliżeniu;;
arrangement;4;n;2;ustalenie;;
backgammon;4;n;3;tryktrak;;
bar chart;4;n;3;wykres słupkowy;;
benefit;4;n;2;korzyść;;
bilingual;4;adj;2;dwujęzyczny;;
board game;4;n;2;gra planszowa;;
brief;4;adj;2;zwięzły, krótki;;
case study;4;n;3;studium przypadku;;
charity;4;n;2;organizacja dobroczynna;;
chess;4;n;2;szachy;;
community;4;n;2;społeczność, wspólnota;;
confusing;4;adj;2;zagmatwany, mylący;;
convenience;4;n;3;dogodność;;
crash course;4;n;3;intensywny kurs;;
dialect;4;n;1;dialekt;;
disaster;4;n;2;katastrofa;;
earthquake;4;n;2;trzęsienie ziemi;;
economy;4;n;2;gospodarka;;
effort;4;n;2;wysiłek;;
entire;4;adj;2;cały, całkowity;;
environment;4;n;2;środowisko;;
essential;4;adj;3;istotny;;
event;4;n;2;wydarzenie;;
extinction;4;n;3;wyginięcie, wymarcie;;
facility;4;n;3;udogodnienie;;
figures;4;n;2;dane liczbowe;;
fluently;4;adv;2;płynnie, biegle;;
foreign language;4;n;2;język obcy;;
fundraiser;4;n;3;osoba kwestująca;;
government;4;n;2;rząd państwa;;
handful;4;n;2;garstka;;
high flyer;4;n;3;osoba o wysokich aspiracjach;;
human race;4;n;2;rasa ludzka, ludzkość;;
identity;4;n;2;tożsamość;;
industry;4;n;2;przemysł;;
intention;4;n;1;intencja;;
Latin;4;n;2;łacina;;
lecture;4;n;2;wykład;;
literacy;4;n;2;umiejętność czytania i pisania;;
majority;4;n;2;większość;;
mammal;4;n;3;ssak;;
minority;4;n;2;mniejszość;;
motion;4;n;3;wniosek formalny;;
musical;4;adj;1;muzyczny;;
native speaker;4;n;3;rodzimy użytkownik języka;;
noun;4;n;1;rzeczownik;;
oil;4;n;2;ropa;olej;
old-fashioned;4;adj;2;staromodny;;
opinion poll;4;n;3;sondaż opinii;;
outline;4;n;3;zarys;;
package;4;n;2;pakiet;;
point of view;4;n;2;punkt widzenia;;
postgraduate studies;4;adj;2;studia magisterskie;studia podyplomowe;
prediction;4;n;2;przewidywanie;;
pronunciation;4;n;2;wymowa;;
properly;4;adv;2;właściwie, poprawnie;;
proposal;4;n;2;propozycja;;
purpose;4;n;2;cel;;
reason;4;n;2;powód;;
revival;4;n;3;odrodzenie, ożywienie;;
rural;4;adj;3;wiejski;;
senior position;4;n;2;stanowisko kierownicze;;
seriously;4;adv;2;poważnie;;
significant;4;adj;2;znaczący, znaczny;;
slang;4;n;1;slang;;
slightly;4;adv;2;nieznacznie;;
spelling;4;n;1;ortografia, pisownia;;
spokesperson;4;n;3;rzecznik;;
staff;4;n;2;kadra, personel;;
tidal wave;4;n;3;fala przypływu;;
to adapt;4;v;1;zaadaptować (się);;
to affect;4;v;2;wpływać na coś, oddziaływać;;
to aim at sb;4;v;2;celować, kierować do kogoś;;
to allow;4;v;2;pozwolić;;
to carry out;4;v;3;przeprowadzić coś;;
to catch on;4;v;3;zrozumieć, załapać;;
to challenge;4;v;2;rzucić wyzwanie;;
to claim;4;v;2;twierdzić;;
to conduct;4;v;2;przeprowadzić coś;;
to delay;4;v;2;zwlekać, opóźniać;;
to devastate;4;v;2;spustoszyć, zdewastować;;
to die out;4;v;2;wymierać, wyginąć;;
to disappoint;4;v;2;rozczarować;;
to draw;4;v;2;rysować;;
to encourage;4;v;2;zachęcać;;
to establish;4;v;2;stworzyć, założyć, ustanowić;;
to estimate;4;v;2;szacować;;
to fail;4;v;2;zawieść;nie zdać;
to fall behind;4;v;3;zostawać w tyle;;
to get by;4;v;3;przeżyć, poradzić sobie;;
to keep up with sb;4;v;3;nadążać za kimś, dorównać;;
to let sb down;4;v;2;zawieść;;
to permit;4;v;2;zezwolić;;
to pick sth up;4;v;3;łatwo się czegoś nauczyć ;;
to prevent;4;v;2;zapobiegać;;
to refer;4;v;2;odnosić się do, nawiązywać;;
to reject;4;v;2;odrzucić;;
to suffer;4;v;2;cierpieć;;
to survive;4;v;2;przeżyć, przetrwać;;
to take sth up;4;v;3;zająć się czymś;;
trace;4;n;2;ślad;;
verb;4;n;1;czasownik;;
waltz;4;n;1;walc;;
waste of time;4;n;2;strata czasu;;
adult;5;n;2;dorosły;;
advert;5;n;2;reklama;;
advertiser;5;n;2;reklamodawca;;
alternative;5;n;2;alternatywa;;
amusing;5;adj;2;zabawny, rozbawiający;;
antique;5;adj;1;antyczny;;
attention;5;n;2;uwaga;;
attention-grabbing;5;adj;3;przykuwający uwagę;;
background;5;n;2;tło;;
belief;5;n;2;przekonanie;;
brainstorm;5;n;2;burza mózgów;;
brand;5;n;3;marka (produktu);;
campaign;5;n;1;kampania;;
carton;5;n;2;karton;;
cartoon;5;n;2;kreskówka;;
catchy;5;adj;2;chwytliwy;;
cereal;5;n;2;płatki śniadaniowe;;
chase;5;n;3;pościg, pogoń;;
choice;5;n;2;wybór;;
classified ad;5;n;3;ogłoszenie drobne;;
clever;5;adj;2;sprytny;;
code;5;n;2;kodeks;kod;
commercial;5;n;2;reklama radiowo-telewizyjna;;
common;5;adj;2;wspólny;;
competitor;5;n;3;konkurent;;
concern;5;n;2;troska;zaniepokojenie;
conduct;5;n;2;zachowanie;;
confectionery;5;n;3;słodycze;;
consumer;5;n;1;konsument;;
content;5;n;2;zawartość;;
creative;5;adj;1;kreatywny;;
critical;5;adj;1;krytyczny;;
desire;5;n;2;pragnienie, żądza;;
distant;5;adj;2;odległy;;
dull;5;adj;2;tępy, nudny;;
editor;5;n;2;wydawca;;
eye-catching;5;adj;3;przyciągający wzrok;;
fat;5;n;2;tłuszcz;;
formula;5;n;1;formuła;;
gimmicky;5;adj;3;efekciarski;;
handbill;5;n;3;ulotka;;
hard-hitting;5;adj;3;drastyczny;twardy, bezkompromisowy;
harmful;5;adj;2;szkodliwy;;
household good;5;n;3;artykuł gospodarstwa domowego;;
image;5;n;3;wizerunek;;
imagination;5;n;2;wyobraźnia;;
immediately;5;adv;2;natychmiast;;
indecision;5;n;3;niezdecydowanie;;
inscription;5;n;3;napis;;
inspirational;5;adj;2;inspirujący;;
intriguing;5;adj;2;intrygujący;;
irritating;5;adj;2;irytujący;;
junk food;5;n;2;śmieciowe jedzenie;;
lively;5;adj;3;żwawy, pełen życia;;
logo;5;n;1;logo;;
mainly;5;adv;2;głównie;;
manufacturer;5;n;2;wytwórca;;
medium;5;n;1;medium, nośnik;;
memorable;5;adj;2;pamiętny;niezapomniany;
message;5;n;2;przesłanie;wiadomość;
method;5;n;1;metoda;;
misleading;5;adj;2;mylący, wprowadzający w błąd;;
mixture;5;n;2;mieszanka;;
noticeable;5;adj;2;zauważalny;;
packaging;5;n;2;opakowanie;;
papyrus;5;n;1;papirus;;
period;5;n;2;okres;;
persuasive;5;adj;3;przekonujący;;
plenty of;5;n;1;mnóstwo;;
plural;5;n;2;liczba mnoga;;
poster;5;n;1;plakat;;
powerful;5;adj;2;potężny, mocny;;
preposition;5;n;3;przyimek;;
product placement;5;n;3;lokowanie produktu;;
publicity;5;n;3;rozgłos;;
publicly;5;adv;2;publicznie;;
purely;5;adv;2;czysto, wyłącznie;;
range;5;n;2;zakres, asortyment;;
rating;5;n;3;ocena;;
recognisable;5;adj;3;rozpoznawalny;;
sale;5;n;2;sprzedaż, wyprzedaż;;
salt;5;n;2;sól;;
service;5;n;2;usługa;;
slogan;5;n;1;slogan;;
soft drink;5;n;3;napój bezalkoholowy;;
solution;5;n;2;rozwiązanie;;
sophisticated;5;adj;2;wyszukany, wyrafinowany;;
sponsorship;5;n;2;sponsorowanie, patronat;;
strict;5;adj;2;rygorystyczny;surowy;
subtle;5;adj;1;subtelny;;
sum;5;n;1;suma;;
tale;5;n;3;opowieść, bajka;;
theme;5;n;2;motyw;;
to advertise;5;v;2;reklamować;;
to afford;5;v;3;pozwolić sobie na coś;;
to approve;5;v;2;aprobować, zatwierdzać;;
to attract attention;5;v;2;przyciągać uwagę;;
to complain;5;v;2;narzekać;złożyć reklamację;
to conclude;5;v;2;konkludować;;
to defend;5;v;2;bronić;;
to discourage;5;v;3;zniechęcać;;
to distract;5;v;3;rozpraszać, dekoncentrować;;
to endorse;5;v;3;zachwalać, lansować;;
to erupt;5;v;2;wybuchnąć (o wulkanie);;
to feature;5;v;3;prezentować;;
to frighten;5;v;2;przestraszyć;;
to horrify;5;v;2;przerażać;;
to impose;5;v;3;narzucać;;
to increase;5;v;2;zwiększyć (się), rosnąć;;
to invent;5;v;2;wynaleźć;;
to knock sb down;5;v;2;znokautować;powalić kogoś;
to launch;5;v;2;odpalić;wprowadzić produkt ;
to motivate;5;v;1;motywować;;
to pass;5;v;2;przekazać, podać;;
to pour;5;v;2;wlewać;lać;
to print;5;v;1;drukować;;
to promote;5;v;1;promować;;
to regulate;5;v;1;regulować;;
to resolve;5;v;3;rozwiazać;postanowić;
to rollerblade;5;v;2;jeździć na łyżworolkach;;
to shock;5;v;1;szokować;;
to sponsor;5;v;1;sponsorować;;
to state;5;v;2;twierdzić, wyrazić;;
to sweeten;5;v;2;słodzić;;
to target;5;v;2;celować;;
to vary;5;v;2;urozmaicać;różnić się;
unique;5;adj;1;unikalny;;
upsetting;5;adj;2;denerwujący, niepokojący;;
wallet;5;n;2;portfel;;
weekly;5;ad;2;cotygodniowy;;
witty;5;adj;2;dowcipny, błyskotliwy;;
word-of-mouth;5;adj;3;szeptana (o reklamie);;
wrist;5;n;3;nadgarstek;;
accessory;6;n;3;dodatek;;
after-sales service;6;n;2;obsługa posprzedażowa;;
agenda;6;n;1;agenda;;
apparently;6;adv;2;widocznie;;
Asia;6;n;1;Azja;;
assistance;6;n;3;pomoc;;
at least;6;adv;2;przynajmniej;;
attachment;6;n;2;załącznik;;
boardroom;6;n;3;sala posiedzeń;;
branch;6;n;2;filia;oddział;
bribe;6;n;3;łapówka;;
brightly;6;adv;2;jaskrawo;jasno;
capital expenditure;6;n;3;nakłady kapitałowe;nakłady inwestycyjne;
cash flow;6;n;2;przepływ gotówki;;
catalogue;6;n;2;katalog;;
chemical;6;adj;1;chemiczny;;
childhood;6;n;2;dzieciństwo;;
combination;6;n;1;kombinacja;połączenie;
conference;6;n;1;konferencja;;
contraction;6;n;3;forma skrócona;;
correspondence;6;n;1;korespondencja;;
cost;6;n;1;koszt;;
cream cheese;6;n;2;serek śmietankowy;;
debt;6;n;2;dług;;
decent;6;adj;2;przyzwoity;;
delivery;6;n;2;dostawa;;
department;6;n;2;dział;wydział;
detail;6;n;2;szczegół;;
dilemma;6;n;2;dylemat;;
directly;6;adv;2;bezpośrednio;;
draft;6;n;3;szkic;brudnopis;
duration;6;n;2;trwanie;;
electrode;6;n;1;elektroda;;
emotion;6;n;1;emocja;;
entrepreneur;6;n;3;przedsiębiorca;;
ethical;6;adj;1;etyczny;;
everyday;6;adj;1;codzienny;;
expensive;6;adj;2;kosztowny;;
floor-sweeper;6;n;2;zamiatacz;;
fortune;6;n;1;fortuna;;
global;6;adj;1;globalny;;
goal;6;n;2;cel;;
grateful;6;adj;2;wdzięczny;;
hairdressing;6;n;2;fryzjerstwo;;
heading;6;n;2;nagłówek;;
honest;6;adj;2;uczciwy;;
icon;6;n;1;ikona;;
illegally;6;adv;2;nielegalnie;;
imperative;6;n;3;tryb rozkazujący;;
impression;6;n;2;wrażenie;;
instant;6;adj;2;natychmiastowy;momentalny;
instead;6;adv;2;zamiast;;
investment;6;n;1;inwestycja;;
item;6;n;2;rzecz;pozycja;
job centre;6;n;2;urząd pracy;;
loss;6;n;2;strata;;
lucrative;6;adj;2;lukratywny;;
magnificent;6;adj;3;wspaniały;;
minutes;6;n;3;protokół;;
nearby;6;adj;2;pobliski;;
neuromarketing;6;n;2;neuromarketing;;
obituary;6;n;3;nekrolog;;
offer;6;n;2;oferta;;
outlet;6;n;3;punkt sprzedaży;;
overseas;6;adj;2;zamorski;;
owner;6;n;2;właściciel;;
passive;6;adj;2;bierny;;
payment;6;n;2;płatność;;
peak;6;n;2;szczyt;;
perfume;6;n;2;perfumy;;
physicist;6;n;2;fizyk;;
pioneer;6;n;1;pionier;;
poisonous;6;adj;2;trujący;;
poorhouse;6;n;3;przytułek;;
premises;6;n;3;teren (zakładu);;
previous;6;adj;2;poprzedni;;
procedure;6;n;1;procedura;;
profit;6;n;2;zysk;;
pronoun;6;n;3;zaimek;;
punishment;6;n;2;kara;;
purchase;6;n;2;zakup;;
quantity;6;n;2;ilość;;
recent;6;adj;2;niedawny;;
register;6;n;3;rejestr;;
relative;6;n;2;krewny;;
retailer;6;n;3;detalista;;
role;6;n;1;rola;;
rotten;6;adj;3;kiepski;zgniły;
salary;6;n;2;pensja;;
second-hand;6;adj;2;używany;;
self-employed;6;adj;2;samozatrudniony;;
seminar;6;n;2;seminarium;;
shoplifting;6;n;3;kradzież sklepowa;;
similar;6;adj;2;podobny;;
similarity;6;n;2;podobieństwo;;
