WORD;UNIT;CAT;DIF;TRANS1;TRANS2;TRANS3
persuasive;5;adj;3;przekonuj¹cy;;
plenty of;5;n;1;mnóstwo;;
plural;5;n;2;liczba mnoga;;
poster;5;n;1;plakat;;
powerful;5;adj;2;potê¿ny, mocny;;
preposition;5;n;3;przyimek;;
product placement;5;n;3;lokowanie produktu;;
publicity;5;n;3;rozg³os;;
publicly;5;adv;2;publicznie;;
purely;5;adv;2;czysto, wy³¹cznie;;
range;5;n;2;zakres, asortyment;;
rating;5;n;3;ocena;;
recognisable;5;adj;3;rozpoznawalny;;
sale;5;n;2;sprzeda¿, wyprzeda¿;;
salt;5;n;2;sól;;
service;5;n;2;us³uga;;
slogan;5;n;1;slogan;;
soft drink;5;n;3;napój bezalkoholowy;;
solution;5;n;2;rozwi¹zanie;;
sophisticated;5;adj;2;wyszukany, wyrafinowany;;
sponsorship;5;n;2;sponsorowanie, patronat;;
strict;5;adj;2;rygorystyczny;surowy;
subtle;5;adj;1;subtelny;;
sum;5;n;1;suma;;
tale;5;n;3;opowieœæ, bajka;;
theme;5;n;2;motyw;;
to advertise;5;v;2;reklamowaæ;;
to afford;5;v;3;pozwoliæ sobie na coœ;;
to approve;5;v;2;aprobowaæ, zatwierdzaæ;;
to attract attention;5;v;2;przyci¹gaæ uwagê;;
to complain;5;v;2;narzekaæ;z³o¿yæ reklamacjê;
to conclude;5;v;2;konkludowaæ;;
to defend;5;v;2;broniæ;;
to discourage;5;v;3;zniechêcaæ;;
to distract;5;v;3;rozpraszaæ, dekoncentrowaæ;;
to endorse;5;v;3;zachwalaæ, lansowaæ;;
to erupt;5;v;2;wybuchn¹æ (o wulkanie);;
to feature;5;v;3;prezentowaæ;;
to frighten;5;v;2;przestraszyæ;;
to horrify;5;v;2;przera¿aæ;;
to impose;5;v;3;narzucaæ;;
to increase;5;v;2;zwiêkszyæ (siê), rosn¹æ;;
to invent;5;v;2;wynaleŸæ;;
to knock sb down;5;v;2;znokautowaæ;powaliæ kogoœ;
to launch;5;v;2;odpaliæ;wprowadziæ produkt ;
to motivate;5;v;1;motywowaæ;;
to pass;5;v;2;przekazaæ, podaæ;;
to pour;5;v;2;wlewaæ;laæ;
to print;5;v;1;drukowaæ;;
to promote;5;v;1;promowaæ;;
to regulate;5;v;1;regulowaæ;;
to resolve;5;v;3;rozwiazaæ;postanowiæ;
to rollerblade;5;v;2;jeŸdziæ na ³y¿worolkach;;
to shock;5;v;1;szokowaæ;;
to sponsor;5;v;1;sponsorowaæ;;
to state;5;v;2;twierdziæ, wyraziæ;;
to sweeten;5;v;2;s³odziæ;;
to target;5;v;2;celowaæ;;
to vary;5;v;2;urozmaicaæ;ró¿niæ siê;
unique;5;adj;1;unikalny;;
upsetting;5;adj;2;denerwuj¹cy, niepokoj¹cy;;
wallet;5;n;2;portfel;;
weekly;5;ad;2;cotygodniowy;;
witty;5;adj;2;dowcipny, b³yskotliwy;;
word-of-mouth;5;adj;3;szeptana (o reklamie);;
wrist;5;n;3;nadgarstek;;
accessory;6;n;3;dodatek;;
after-sales service;6;n;2;obs³uga posprzeda¿owa;;
agenda;6;n;1;agenda;;
apparently;6;adv;2;widocznie;;
Asia;6;n;1;Azja;;
assistance;6;n;3;pomoc;;
at least;6;adv;2;przynajmniej;;
attachment;6;n;2;za³¹cznik;;
boardroom;6;n;3;sala posiedzeñ;;
branch;6;n;2;filia;oddzia³;
bribe;6;n;3;³apówka;;
brightly;6;adv;2;jaskrawo;jasno;
capital expenditure;6;n;3;nak³ady kapita³owe;nak³ady inwestycyjne;
cash flow;6;n;2;przep³yw gotówki;;
catalogue;6;n;2;katalog;;
chemical;6;adj;1;chemiczny;;
childhood;6;n;2;dzieciñstwo;;
combination;6;n;1;kombinacja;po³¹czenie;
conference;6;n;1;konferencja;;
contraction;6;n;3;forma skrócona;;
correspondence;6;n;1;korespondencja;;
cost;6;n;1;koszt;;
cream cheese;6;n;2;serek œmietankowy;;
debt;6;n;2;d³ug;;
decent;6;adj;2;przyzwoity;;
delivery;6;n;2;dostawa;;
department;6;n;2;dzia³;wydzia³;
detail;6;n;2;szczegó³;;
dilemma;6;n;2;dylemat;;
directly;6;adv;2;bezpoœrednio;;
draft;6;n;3;szkic;brudnopis;
duration;6;n;2;trwanie;;
electrode;6;n;1;elektroda;;
emotion;6;n;1;emocja;;
entrepreneur;6;n;3;przedsiêbiorca;;
ethical;6;adj;1;etyczny;;
everyday;6;adj;1;codzienny;;
